photo_id,obj_id,obj_class,file_name,background,location,light,bll
0,batom_0,batom,IMG_1774.jpg,w,i,d,wid
1,batom_0,batom,IMG_1775.jpg,w,i,d,wid
2,batom_0,batom,IMG_1776.jpg,w,i,d,wid
3,batom_1,batom,IMG_1777.jpg,w,i,d,wid
4,batom_1,batom,IMG_1778.jpg,w,i,d,wid
5,batom_1,batom,IMG_1779.jpg,w,i,d,wid
6,batom_2,batom,IMG_1780.jpg,w,i,d,wid
7,batom_2,batom,IMG_1781.jpg,w,i,d,wid
8,batom_2,batom,IMG_1782.jpg,w,i,d,wid
9,batom_3,batom,IMG_1786.jpg,w,i,d,wid
10,batom_3,batom,IMG_1787.jpg,w,i,d,wid
11,batom_3,batom,IMG_1788.jpg,w,i,d,wid
12,batom_4,batom,IMG_1789.jpg,w,i,d,wid
13,batom_4,batom,IMG_1790.jpg,w,i,d,wid
14,batom_4,batom,IMG_1791.jpg,w,i,d,wid
15,batom_5,batom,IMG_1792.jpg,w,i,d,wid
16,batom_5,batom,IMG_1793.jpg,w,i,d,wid
17,batom_5,batom,IMG_1794.jpg,w,i,d,wid
18,batom_0,batom,IMG_1795.jpg,w,o,d,wod
19,batom_0,batom,IMG_1796.jpg,w,o,d,wod
20,batom_0,batom,IMG_1797.jpg,w,o,d,wod
21,batom_1,batom,IMG_1798.jpg,w,o,d,wod
22,batom_1,batom,IMG_1799.jpg,w,o,d,wod
23,batom_1,batom,IMG_1800.jpg,w,o,d,wod
24,batom_2,batom,IMG_1801.jpg,w,o,d,wod
25,batom_2,batom,IMG_1802.jpg,w,o,d,wod
26,batom_2,batom,IMG_1803.jpg,w,o,d,wod
27,batom_3,batom,IMG_1804.jpg,w,o,d,wod
28,batom_3,batom,IMG_1805.jpg,w,o,d,wod
29,batom_3,batom,IMG_1806.jpg,w,o,d,wod
30,batom_4,batom,IMG_1807.jpg,w,o,d,wod
31,batom_4,batom,IMG_1808.jpg,w,o,d,wod
32,batom_4,batom,IMG_1809.jpg,w,o,d,wod
33,batom_5,batom,IMG_1810.jpg,w,o,d,wod
34,batom_5,batom,IMG_1811.jpg,w,o,d,wod
35,batom_5,batom,IMG_1812.jpg,w,o,d,wod
36,batom_0,batom,IMG_1814.jpg,g,o,d,god
37,batom_0,batom,IMG_1815.jpg,g,o,d,god
38,batom_0,batom,IMG_1816.jpg,g,o,d,god
39,batom_1,batom,IMG_1817.jpg,g,o,d,god
40,batom_1,batom,IMG_1818.jpg,g,o,d,god
41,batom_1,batom,IMG_1819.jpg,g,o,d,god
42,batom_2,batom,IMG_1820.jpg,g,o,d,god
43,batom_2,batom,IMG_1821.jpg,g,o,d,god
44,batom_2,batom,IMG_1822.jpg,g,o,d,god
45,batom_3,batom,IMG_1823.jpg,g,o,d,god
46,batom_3,batom,IMG_1824.jpg,g,o,d,god
47,batom_3,batom,IMG_1825.jpg,g,o,d,god
48,batom_4,batom,IMG_1826.jpg,g,o,d,god
49,batom_4,batom,IMG_1827.jpg,g,o,d,god
50,batom_4,batom,IMG_1828.jpg,g,o,d,god
51,batom_5,batom,IMG_1829.jpg,g,o,d,god
52,batom_5,batom,IMG_1830.jpg,g,o,d,god
53,batom_5,batom,IMG_1831.jpg,g,o,d,god
54,batom_0,batom,IMG_1834.jpg,g,i,d,gid
55,batom_0,batom,IMG_1835.jpg,g,i,d,gid
56,batom_0,batom,IMG_1836.jpg,g,i,d,gid
57,batom_1,batom,IMG_1837.jpg,g,i,d,gid
58,batom_1,batom,IMG_1838.jpg,g,i,d,gid
59,batom_1,batom,IMG_1839.jpg,g,i,d,gid
60,batom_2,batom,IMG_1840.jpg,g,i,d,gid
61,batom_2,batom,IMG_1841.jpg,g,i,d,gid
62,batom_2,batom,IMG_1842.jpg,g,i,d,gid
63,batom_3,batom,IMG_1843.jpg,g,i,d,gid
64,batom_3,batom,IMG_1844.jpg,g,i,d,gid
65,batom_3,batom,IMG_1845.jpg,g,i,d,gid
66,batom_4,batom,IMG_1846.jpg,g,i,d,gid
67,batom_4,batom,IMG_1847.jpg,g,i,d,gid
68,batom_4,batom,IMG_1848.jpg,g,i,d,gid
69,batom_5,batom,IMG_1849.jpg,g,i,d,gid
70,batom_5,batom,IMG_1850.jpg,g,i,d,gid
71,batom_5,batom,IMG_1851.jpg,g,i,d,gid
72,batom_0,batom,IMG_1861-0.jpg,w,i,n,win
73,batom_0,batom,IMG_1862-0.jpg,w,i,n,win
74,batom_0,batom,IMG_1863-0.jpg,w,i,n,win
75,batom_1,batom,IMG_1864-0-0.jpg,w,i,n,win
76,batom_1,batom,IMG_1865-0-0.jpg,w,i,n,win
77,batom_1,batom,IMG_1866-0-0.jpg,w,i,n,win
78,batom_2,batom,IMG_1867-0-0.jpg,w,i,n,win
79,batom_2,batom,IMG_1868-0-0.jpg,w,i,n,win
80,batom_2,batom,IMG_1869-0-0.jpg,w,i,n,win
81,batom_3,batom,IMG_1870-0-0.jpg,w,i,n,win
82,batom_3,batom,IMG_1871-0-0.jpg,w,i,n,win
83,batom_3,batom,IMG_1872-0-0.jpg,w,i,n,win
84,batom_4,batom,IMG_1873-0-0.jpg,w,i,n,win
85,batom_4,batom,IMG_1874-0-0.jpg,w,i,n,win
86,batom_4,batom,IMG_1875-0-0.jpg,w,i,n,win
87,batom_5,batom,IMG_1876-0-0.jpg,w,i,n,win
88,batom_5,batom,IMG_1877-0-0.jpg,w,i,n,win
89,batom_5,batom,IMG_1878-0-0.jpg,w,i,n,win
90,batom_0,batom,IMG_1879-0-0.jpg,g,i,n,gin
91,batom_0,batom,IMG_1880-0-0.jpg,g,i,n,gin
92,batom_0,batom,IMG_1881-0-0.jpg,g,i,n,gin
93,batom_1,batom,IMG_1882-0-0.jpg,g,i,n,gin
94,batom_1,batom,IMG_1883-0-0.jpg,g,i,n,gin
95,batom_1,batom,IMG_1884-0-0.jpg,g,i,n,gin
96,batom_2,batom,IMG_1885-0.jpg,g,i,n,gin
97,batom_2,batom,IMG_1886-0.jpg,g,i,n,gin
98,batom_2,batom,IMG_1887-0.jpg,g,i,n,gin
99,batom_3,batom,IMG_1888-0.jpg,g,i,n,gin
100,batom_3,batom,IMG_1889-0.jpg,g,i,n,gin
101,batom_3,batom,IMG_1890-0.jpg,g,i,n,gin
102,batom_4,batom,IMG_1891-0-0.jpg,g,i,n,gin
103,batom_4,batom,IMG_1892-0-0.jpg,g,i,n,gin
104,batom_4,batom,IMG_1893-0-0.jpg,g,i,n,gin
105,batom_5,batom,IMG_1894-0-0.jpg,g,i,n,gin
106,batom_5,batom,IMG_1895-0-0.jpg,g,i,n,gin
107,batom_5,batom,IMG_1896-0-0.jpg,g,i,n,gin
108,batom_0,batom,IMG_1897-0-0.jpg,w,o,n,won
109,batom_0,batom,IMG_1898-0-0.jpg,w,o,n,won
110,batom_0,batom,IMG_1899-0-0.jpg,w,o,n,won
111,batom_1,batom,IMG_1900-0.jpg,w,o,n,won
112,batom_1,batom,IMG_1901-0.jpg,w,o,n,won
113,batom_1,batom,IMG_1902-0.jpg,w,o,n,won
114,batom_2,batom,IMG_1903-0.jpg,w,o,n,won
115,batom_2,batom,IMG_1904-0.jpg,w,o,n,won
116,batom_2,batom,IMG_1905-0.jpg,w,o,n,won
117,batom_3,batom,IMG_1906-0.jpg,w,o,n,won
118,batom_3,batom,IMG_1907-0.jpg,w,o,n,won
119,batom_3,batom,IMG_1908-0.jpg,w,o,n,won
120,batom_4,batom,IMG_1909-0-0.jpg,w,o,n,won
121,batom_4,batom,IMG_1910-0-0.jpg,w,o,n,won
122,batom_4,batom,IMG_1911-0-0.jpg,w,o,n,won
123,batom_5,batom,IMG_1912-0.jpg,w,o,n,won
124,batom_5,batom,IMG_1913-0.jpg,w,o,n,won
125,batom_5,batom,IMG_1914-0.jpg,w,o,n,won
126,batom_0,batom,IMG_1915-0-0.jpg,g,o,n,gon
127,batom_0,batom,IMG_1916-0-0.jpg,g,o,n,gon
128,batom_0,batom,IMG_1917-0-0.jpg,g,o,n,gon
129,batom_1,batom,IMG_1918.jpg,g,o,n,gon
130,batom_1,batom,IMG_1919.jpg,g,o,n,gon
131,batom_1,batom,IMG_1920.jpg,g,o,n,gon
132,batom_2,batom,IMG_1921-0.jpg,g,o,n,gon
133,batom_2,batom,IMG_1922-0.jpg,g,o,n,gon
134,batom_2,batom,IMG_1923-0.jpg,g,o,n,gon
135,batom_3,batom,IMG_1924-0.jpg,g,o,n,gon
136,batom_3,batom,IMG_1925-0.jpg,g,o,n,gon
137,batom_3,batom,IMG_1926-0.jpg,g,o,n,gon
138,batom_4,batom,IMG_1927-0.jpg,g,o,n,gon
139,batom_4,batom,IMG_1928-0-0.jpg,g,o,n,gon
140,batom_4,batom,IMG_1929-0-0.jpg,g,o,n,gon
141,batom_5,batom,IMG_1930-0-0.jpg,g,o,n,gon
142,batom_5,batom,IMG_1931-0-0.jpg,g,o,n,gon
143,batom_5,batom,IMG_1932-0-0.jpg,g,o,n,gon
144,batom_0,batom,IMG_1944.jpg,b,i,d,bid
145,batom_0,batom,IMG_1945.jpg,b,i,d,bid
146,batom_0,batom,IMG_1946.jpg,b,i,d,bid
147,batom_1,batom,IMG_1947.jpg,b,i,d,bid
148,batom_1,batom,IMG_1948.jpg,b,i,d,bid
149,batom_1,batom,IMG_1950.jpg,b,i,d,bid
150,batom_2,batom,IMG_1951.jpg,b,i,d,bid
151,batom_2,batom,IMG_1952.jpg,b,i,d,bid
152,batom_2,batom,IMG_1953.jpg,b,i,d,bid
153,batom_3,batom,IMG_1954.jpg,b,i,d,bid
154,batom_3,batom,IMG_1955.jpg,b,i,d,bid
155,batom_3,batom,IMG_1956.jpg,b,i,d,bid
156,batom_4,batom,IMG_1957.jpg,b,i,d,bid
157,batom_4,batom,IMG_1958.jpg,b,i,d,bid
158,batom_4,batom,IMG_1959.jpg,b,i,d,bid
159,batom_5,batom,IMG_1960.jpg,b,i,d,bid
160,batom_5,batom,IMG_1961.jpg,b,i,d,bid
161,batom_5,batom,IMG_1962.jpg,b,i,d,bid
162,batom_0,batom,IMG_1966.jpg,b,o,d,bod
163,batom_0,batom,IMG_1967.jpg,b,o,d,bod
164,batom_0,batom,IMG_1968.jpg,b,o,d,bod
165,batom_1,batom,IMG_1969.jpg,b,o,d,bod
166,batom_1,batom,IMG_1970.jpg,b,o,d,bod
167,batom_1,batom,IMG_1971.jpg,b,o,d,bod
168,batom_2,batom,IMG_1972.jpg,b,o,d,bod
169,batom_2,batom,IMG_1973.jpg,b,o,d,bod
170,batom_2,batom,IMG_1975.jpg,b,o,d,bod
171,batom_3,batom,IMG_1976.jpg,b,o,d,bod
172,batom_3,batom,IMG_1977.jpg,b,o,d,bod
173,batom_3,batom,IMG_1978.jpg,b,o,d,bod
174,batom_4,batom,IMG_1979.jpg,b,o,d,bod
175,batom_4,batom,IMG_1980.jpg,b,o,d,bod
176,batom_4,batom,IMG_1981.jpg,b,o,d,bod
177,batom_5,batom,IMG_1982.jpg,b,o,d,bod
178,batom_5,batom,IMG_1983.jpg,b,o,d,bod
179,batom_5,batom,IMG_1984.jpg,b,o,d,bod
180,paleta_0,paleta,IMG_1985.jpg,b,i,d,bid
181,paleta_0,paleta,IMG_1986.jpg,w,i,d,wid
182,paleta_0,paleta,IMG_1987.jpg,w,i,d,wid
183,paleta_1,paleta,IMG_1988.jpg,w,i,d,wid
184,paleta_1,paleta,IMG_1989.jpg,w,i,d,wid
185,paleta_1,paleta,IMG_1990.jpg,w,i,d,wid
186,paleta_2,paleta,IMG_1991.jpg,w,i,d,wid
187,paleta_2,paleta,IMG_1992.jpg,w,i,d,wid
188,paleta_2,paleta,IMG_1993.jpg,w,i,d,wid
189,paleta_3,paleta,IMG_1994.jpg,w,i,d,wid
190,paleta_3,paleta,IMG_1995.jpg,w,i,d,wid
191,paleta_3,paleta,IMG_1996.jpg,w,i,d,wid
192,paleta_4,paleta,IMG_2004.jpg,w,i,d,wid
193,paleta_4,paleta,IMG_2005.jpg,w,i,d,wid
194,paleta_4,paleta,IMG_2006.jpg,w,i,d,wid
195,paleta_0,paleta,IMG_2007.jpg,b,i,d,bid
196,paleta_0,paleta,IMG_2008.jpg,b,i,d,bid
197,paleta_0,paleta,IMG_2009.jpg,b,i,d,bid
198,paleta_1,paleta,IMG_2010.jpg,b,i,d,bid
199,paleta_1,paleta,IMG_2011.jpg,b,i,d,bid
200,paleta_1,paleta,IMG_2012.jpg,b,i,d,bid
201,paleta_2,paleta,IMG_2013.jpg,b,i,d,bid
202,paleta_2,paleta,IMG_2014.jpg,b,i,d,bid
203,paleta_2,paleta,IMG_2015.jpg,b,i,d,bid
204,paleta_3,paleta,IMG_2016.jpg,b,i,d,bid
205,paleta_3,paleta,IMG_2017.jpg,b,i,d,bid
206,paleta_3,paleta,IMG_2018.jpg,b,i,d,bid
207,paleta_4,paleta,IMG_2019.jpg,b,i,d,bid
208,paleta_4,paleta,IMG_2020.jpg,b,i,d,bid
209,paleta_4,paleta,IMG_2021.jpg,b,i,d,bid
210,paleta_0,paleta,IMG_2022.jpg,g,i,d,gid
211,paleta_0,paleta,IMG_2023.jpg,g,i,d,gid
212,paleta_0,paleta,IMG_2024.jpg,g,i,d,gid
213,paleta_1,paleta,IMG_2025.jpg,g,i,d,gid
214,paleta_1,paleta,IMG_2026.jpg,g,i,d,gid
215,paleta_1,paleta,IMG_2027.jpg,g,i,d,gid
216,paleta_2,paleta,IMG_2028.jpg,g,i,d,gid
217,paleta_2,paleta,IMG_2029.jpg,g,i,d,gid
218,paleta_2,paleta,IMG_2030.jpg,g,i,d,gid
219,paleta_3,paleta,IMG_2031.jpg,g,i,d,gid
220,paleta_3,paleta,IMG_2032.jpg,g,i,d,gid
221,paleta_3,paleta,IMG_2033.jpg,g,i,d,gid
222,paleta_4,paleta,IMG_2034.jpg,g,i,d,gid
223,paleta_4,paleta,IMG_2035.jpg,g,i,d,gid
224,paleta_4,paleta,IMG_2036.jpg,g,i,d,gid
225,paleta_0,paleta,IMG_2037.jpg,w,o,d,wod
226,paleta_0,paleta,IMG_2038.jpg,w,o,d,wod
227,paleta_0,paleta,IMG_2039.jpg,w,o,d,wod
228,paleta_1,paleta,IMG_2041.jpg,w,o,d,wod
229,paleta_1,paleta,IMG_2042.jpg,w,o,d,wod
230,paleta_1,paleta,IMG_2043.jpg,w,o,d,wod
231,paleta_2,paleta,IMG_2044.jpg,w,o,d,wod
232,paleta_2,paleta,IMG_2045.jpg,w,o,d,wod
233,paleta_2,paleta,IMG_2046.jpg,w,o,d,wod
234,paleta_3,paleta,IMG_2047.jpg,w,o,d,wod
235,paleta_3,paleta,IMG_2048.jpg,w,o,d,wod
236,paleta_3,paleta,IMG_2049.jpg,w,o,d,wod
237,paleta_4,paleta,IMG_2050.jpg,w,o,d,wod
238,paleta_4,paleta,IMG_2051.jpg,w,o,d,wod
239,paleta_4,paleta,IMG_2052.jpg,w,o,d,wod
240,paleta_0,paleta,IMG_2053.jpg,b,o,d,bod
241,paleta_0,paleta,IMG_2054.jpg,b,o,d,bod
242,paleta_0,paleta,IMG_2055.jpg,b,o,d,bod
243,paleta_1,paleta,IMG_2056.jpg,b,o,d,bod
244,paleta_1,paleta,IMG_2057.jpg,b,o,d,bod
245,paleta_1,paleta,IMG_2058.jpg,b,o,d,bod
246,paleta_2,paleta,IMG_2059.jpg,b,o,d,bod
247,paleta_2,paleta,IMG_2060.jpg,b,o,d,bod
248,paleta_2,paleta,IMG_2061.jpg,b,o,d,bod
249,paleta_3,paleta,IMG_2062.jpg,b,o,d,bod
250,paleta_3,paleta,IMG_2063.jpg,b,o,d,bod
251,paleta_3,paleta,IMG_2064.jpg,b,o,d,bod
252,paleta_4,paleta,IMG_2065.jpg,b,o,d,bod
253,paleta_4,paleta,IMG_2066.jpg,b,o,d,bod
254,paleta_4,paleta,IMG_2067.jpg,b,o,d,bod
255,paleta_0,paleta,IMG_2068.jpg,g,o,d,god
256,paleta_0,paleta,IMG_2069.jpg,g,o,d,god
257,paleta_0,paleta,IMG_2070.jpg,g,o,d,god
258,paleta_1,paleta,IMG_2071.jpg,g,o,d,god
259,paleta_1,paleta,IMG_2072.jpg,g,o,d,god
260,paleta_1,paleta,IMG_2073.jpg,g,o,d,god
261,paleta_2,paleta,IMG_2074.jpg,g,o,d,god
262,paleta_2,paleta,IMG_2075.jpg,g,o,d,god
263,paleta_2,paleta,IMG_2076.jpg,g,o,d,god
264,paleta_3,paleta,IMG_2077.jpg,g,o,d,god
265,paleta_3,paleta,IMG_2078.jpg,g,o,d,god
266,paleta_3,paleta,IMG_2079.jpg,g,o,d,god
267,paleta_4,paleta,IMG_2080.jpg,g,o,d,god
268,paleta_4,paleta,IMG_2081.jpg,g,o,d,god
269,paleta_4,paleta,IMG_2082.jpg,g,o,d,god
270,batom_0,batom,IMG_2084.jpg,b,i,n,bin
271,batom_0,batom,IMG_2086.jpg,b,i,n,bin
272,batom_0,batom,IMG_2087.jpg,b,i,n,bin
273,batom_1,batom,IMG_2088.jpg,b,i,n,bin
274,batom_1,batom,IMG_2089.jpg,b,i,n,bin
275,batom_1,batom,IMG_2090.jpg,b,i,n,bin
276,batom_2,batom,IMG_2091.jpg,b,i,n,bin
277,batom_2,batom,IMG_2092.jpg,b,i,n,bin
278,batom_2,batom,IMG_2093.jpg,b,i,n,bin
279,batom_3,batom,IMG_2094.jpg,b,i,n,bin
280,batom_3,batom,IMG_2095.jpg,b,i,n,bin
281,batom_3,batom,IMG_2096.jpg,b,i,n,bin
282,batom_4,batom,IMG_2097.jpg,b,i,n,bin
283,batom_4,batom,IMG_2098.jpg,b,i,n,bin
284,batom_4,batom,IMG_2099.jpg,b,i,n,bin
285,batom_5,batom,IMG_2100.jpg,b,i,n,bin
286,batom_5,batom,IMG_2101.jpg,b,i,n,bin
287,batom_5,batom,IMG_2102.jpg,b,i,n,bin
288,batom_0,batom,IMG_2103.jpg,b,o,n,bon
289,batom_0,batom,IMG_2104.jpg,b,o,n,bon
290,batom_0,batom,IMG_2105.jpg,b,o,n,bon
291,batom_1,batom,IMG_2106.jpg,b,o,n,bon
292,batom_1,batom,IMG_2107.jpg,b,o,n,bon
293,batom_1,batom,IMG_2108.jpg,b,o,n,bon
294,batom_2,batom,IMG_2109.jpg,b,o,n,bon
295,batom_2,batom,IMG_2110.jpg,b,o,n,bon
296,batom_2,batom,IMG_2111.jpg,b,o,n,bon
297,batom_3,batom,IMG_2112.jpg,b,o,n,bon
298,batom_3,batom,IMG_2113.jpg,b,o,n,bon
299,batom_3,batom,IMG_2114.jpg,b,o,n,bon
300,batom_4,batom,IMG_2115.jpg,b,o,n,bon
301,batom_4,batom,IMG_2116.jpg,b,o,n,bon
302,batom_4,batom,IMG_2117.jpg,b,o,n,bon
303,batom_5,batom,IMG_2118.jpg,b,o,n,bon
304,batom_5,batom,IMG_2119.jpg,b,o,n,bon
305,batom_5,batom,IMG_2120.jpg,b,o,n,bon
306,paleta_0,paleta,IMG_2121.jpg,w,o,n,won
307,paleta_0,paleta,IMG_2122.jpg,w,o,n,won
308,paleta_0,paleta,IMG_2123.jpg,w,o,n,won
309,paleta_1,paleta,IMG_2124.jpg,w,o,n,won
310,paleta_1,paleta,IMG_2125.jpg,w,o,n,won
311,paleta_1,paleta,IMG_2126.jpg,w,o,n,won
312,paleta_2,paleta,IMG_2127.jpg,w,o,n,won
313,paleta_2,paleta,IMG_2128.jpg,w,o,n,won
314,paleta_2,paleta,IMG_2129.jpg,w,o,n,won
315,paleta_3,paleta,IMG_2130.jpg,w,o,n,won
316,paleta_3,paleta,IMG_2131.jpg,w,o,n,won
317,paleta_3,paleta,IMG_2132.jpg,w,o,n,won
318,paleta_4,paleta,IMG_2133.jpg,w,o,n,won
319,paleta_4,paleta,IMG_2134.jpg,w,o,n,won
320,paleta_4,paleta,IMG_2135.jpg,w,o,n,won
321,paleta_0,paleta,IMG_2141.jpg,b,o,n,bon
322,paleta_0,paleta,IMG_2142.jpg,b,o,n,bon
323,paleta_0,paleta,IMG_2143.jpg,b,o,n,bon
324,paleta_1,paleta,IMG_2144.jpg,b,o,n,bon
325,paleta_1,paleta,IMG_2145.jpg,b,o,n,bon
326,paleta_1,paleta,IMG_2146.jpg,b,o,n,bon
327,paleta_2,paleta,IMG_2147.jpg,b,o,n,bon
328,paleta_2,paleta,IMG_2148.jpg,b,o,n,bon
329,paleta_2,paleta,IMG_2149.jpg,b,o,n,bon
330,paleta_3,paleta,IMG_2150.jpg,b,o,n,bon
331,paleta_3,paleta,IMG_2151.jpg,b,o,n,bon
332,paleta_3,paleta,IMG_2152.jpg,b,o,n,bon
333,paleta_4,paleta,IMG_2153.jpg,b,o,n,bon
334,paleta_4,paleta,IMG_2154.jpg,b,o,n,bon
335,paleta_4,paleta,IMG_2155.jpg,b,o,n,bon
336,paleta_0,paleta,IMG_2156.jpg,g,o,n,gon
337,paleta_0,paleta,IMG_2157.jpg,g,o,n,gon
338,paleta_0,paleta,IMG_2158.jpg,g,o,n,gon
339,paleta_1,paleta,IMG_2159.jpg,g,o,n,gon
340,paleta_1,paleta,IMG_2160.jpg,g,o,n,gon
341,paleta_1,paleta,IMG_2161.jpg,g,o,n,gon
342,paleta_2,paleta,IMG_2162.jpg,g,o,n,gon
343,paleta_2,paleta,IMG_2163.jpg,g,o,n,gon
344,paleta_2,paleta,IMG_2164.jpg,g,o,n,gon
345,paleta_3,paleta,IMG_2165.jpg,g,o,n,gon
346,paleta_3,paleta,IMG_2166.jpg,g,o,n,gon
347,paleta_3,paleta,IMG_2167.jpg,g,o,n,gon
348,paleta_4,paleta,IMG_2168.jpg,g,o,n,gon
349,paleta_4,paleta,IMG_2169.jpg,g,o,n,gon
350,paleta_4,paleta,IMG_2170.jpg,g,o,n,gon
351,paleta_0,paleta,IMG_2171.jpg,w,i,n,win
352,paleta_0,paleta,IMG_2172.jpg,w,i,n,win
353,paleta_0,paleta,IMG_2173.jpg,w,i,n,win
354,paleta_1,paleta,IMG_2175.jpg,w,i,n,win
355,paleta_1,paleta,IMG_2176.jpg,w,i,n,win
